City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Oktyabrskiy,RU,54.4815,53.471,27.41,96,98,6.2,overcast clouds
349,Masty,BY,53.4122,24.5387,36.37,60,98,16.13,overcast clouds
350,Karatau,KZ,43.1667,70.4667,36.3,81,0,3.47,clear sky
351,Riachao,BR,-7.3619,-46.6172,74.07,91,100,3.71,overcast clouds
352,Verkhnedneprovskiy,RU,54.9813,33.3457,21.06,79,93,7.29,overcast clouds
353,Sal Rei,CV,16.1833,-22.9167,69.53,80,100,12.03,overcast clouds
354,Yerofey Pavlovich,RU,53.9667,121.9667,21.04,80,92,3.89,overcast clouds
355,Althofen,AT,46.8818,14.4676,47.41,74,0,1.95,clear sky
356,Chuguyevka,RU,44.1653,133.8633,34.36,71,78,11.86,broken clouds
357,Lata,PT,40.1629,-8.3327,56.07,60,100,8.97,overcast clouds
358,Paita,PE,-5.0892,-81.1144,73.26,76,98,11.79,overcast clouds
359,Adigeni,GE,41.6819,42.6987,22.62,97,74,4.56,light snow
360,Aksarka,RU,66.5606,67.7975,17.06,93,100,13.69,light snow
361,Buenos Aires,AR,-34.6132,-58.3772,73.96,67,0,3.44,clear sky
362,Rosario,AR,-32.9468,-60.6393,68.11,82,0,4.61,clear sky
363,Port Macquarie,AU,-31.4333,152.9167,69.69,94,100,3.44,light rain
364,Shingu,JP,33.7333,135.9833,55.51,60,100,5.68,overcast clouds
365,Tarpon Springs,US,28.1461,-82.7568,71.06,61,0,3.0,clear sky
366,Mnogovershinnyy,RU,53.9353,139.9242,13.69,73,52,6.8,broken clouds
367,Pandan,PH,14.0453,124.1694,80.01,85,100,9.31,overcast clouds
368,Abha,SA,18.2164,42.5053,55.65,26,0,0.0,clear sky
369,Padang,ID,-0.9492,100.3543,66.25,62,56,4.14,broken clouds
370,Hilpoltstein,DE,49.19,11.1886,44.22,86,0,2.42,clear sky
371,Tabas,IR,33.5959,56.9244,58.05,17,0,4.81,clear sky
372,Jati,PK,24.3539,68.2671,76.15,61,0,12.12,clear sky
373,Luganville,VU,-15.5333,167.1667,84.97,75,99,4.63,overcast clouds
374,Seoul,KR,37.5683,126.9778,42.24,22,31,0.58,scattered clouds
375,Susehri,TR,40.1644,38.0867,30.47,83,93,1.83,overcast clouds
376,Ipojuca,BR,-8.3989,-35.0639,77.56,88,100,5.55,light rain
377,Labuhan,ID,-6.8844,112.2051,78.91,84,97,6.78,light rain
378,Zhigalovo,RU,54.8097,105.1578,6.49,97,96,3.69,overcast clouds
379,Ornskoldsvik,SE,63.2909,18.7153,40.15,81,100,18.41,overcast clouds
380,Maceio,BR,-9.6658,-35.7353,79.81,82,70,10.02,broken clouds
381,Tambopata,PE,-12.7333,-69.1833,68.74,97,100,1.21,overcast clouds
382,Bowling Green,US,36.9903,-86.4436,46.33,41,0,6.91,clear sky
383,Lima,PE,-12.0432,-77.0282,70.05,73,0,8.05,clear sky
384,Nikolskoye,RU,59.7035,30.7861,22.91,93,100,10.4,light snow
385,Tawau,MY,4.2498,117.8871,78.35,82,94,3.04,overcast clouds
386,Djambala,CG,-2.5447,14.7533,69.55,87,69,3.65,broken clouds
387,Padina,RS,45.1181,20.7272,48.06,38,2,2.75,light rain
388,Tromso,NO,69.6496,18.957,23.02,58,0,11.5,clear sky
389,Murgab,TM,37.4966,61.9714,50.04,44,0,9.57,clear sky
390,Jiaozuo,CN,35.2397,113.2331,49.32,41,94,8.84,overcast clouds
391,Baruun-Urt,MN,46.6806,113.2792,32.68,29,96,2.66,overcast clouds
392,Mandalgovi,MN,45.7625,106.2708,34.9,33,100,6.73,overcast clouds
393,Benguela,AO,-12.5763,13.4055,77.52,82,100,4.47,overcast clouds
394,Yar-Sale,RU,66.8333,70.8333,12.85,92,100,16.4,overcast clouds
395,Auki,SB,-8.7676,160.7034,81.93,80,100,5.35,light rain
396,Blairmore,CA,49.6,-114.4353,58.93,65,93,4.85,overcast clouds
397,Shaunavon,CA,49.6501,-108.4181,48.61,41,91,9.46,overcast clouds
398,Afyonkarahisar,TR,38.75,30.6667,36.57,70,1,2.93,clear sky
399,Naron,ES,43.5167,-8.1528,57.69,79,100,1.81,overcast clouds
400,Santa,PH,17.486,120.4348,87.03,81,3,3.56,clear sky
401,Ati,TD,13.2154,18.3353,70.65,9,17,11.56,few clouds
402,Izumo,JP,35.3667,132.7667,47.98,49,100,11.16,overcast clouds
403,Dongli,CN,23.5656,116.8194,60.04,66,100,10.76,overcast clouds
404,Perehonivka,UA,48.5355,30.5192,32.4,54,80,7.47,broken clouds
405,Moussoro,TD,13.6408,16.4901,72.77,7,8,16.62,clear sky
406,Gravdal,NO,68.1214,13.5031,30.06,92,100,18.28,light snow
407,Corner Brook,CA,48.9667,-57.9484,37.58,95,100,4.99,overcast clouds
408,Broome,US,42.2506,-75.833,24.71,71,75,11.5,broken clouds
409,Manaus,BR,-3.1019,-60.025,79.29,94,75,1.14,broken clouds
410,Yanam,IN,16.7333,82.2167,76.1,98,65,3.78,broken clouds
411,Manacapuru,BR,-3.2997,-60.6206,77.59,91,84,2.37,broken clouds
412,Lazaro Cardenas,MX,17.9583,-102.2,81.21,48,69,9.44,broken clouds
413,Cockburn Town,TC,21.4612,-71.1419,76.69,69,41,18.21,scattered clouds
414,Vila,PT,42.0304,-8.1588,50.88,75,85,3.74,overcast clouds
415,Weligama,LK,5.9667,80.4167,76.03,91,23,5.68,few clouds
416,College,US,64.8569,-147.8028,40.95,57,40,3.44,scattered clouds
417,Saldanha,ZA,-33.0117,17.9442,62.6,74,7,6.51,clear sky
418,Sola,VU,-13.8833,167.55,82.94,72,98,12.06,overcast clouds
419,Kalmunai,LK,7.4167,81.8167,78.08,85,15,3.76,few clouds
420,Mafinga,TZ,-7.25,35.0667,67.53,84,72,2.66,broken clouds
421,Rosa Zarate,EC,0.3333,-79.4667,75.4,91,98,1.21,light rain
422,Tsabong,BW,-26.0217,22.401,74.66,34,0,8.95,clear sky
423,Esperance,AU,-33.8667,121.9,63.75,67,95,12.68,overcast clouds
424,Laela,TZ,-8.5667,32.05,59.95,94,60,2.48,broken clouds
425,Muyezerskiy,RU,63.9333,31.65,14.58,90,86,4.23,overcast clouds
426,Kuchinarai,TH,16.541,104.05,72.59,81,50,15.01,light rain
427,Gbarnga,LR,6.9956,-9.4722,75.78,84,99,1.1,overcast clouds
428,Tricase,IT,39.9304,18.3553,53.31,89,100,7.27,overcast clouds
429,Mahibadhoo,MV,3.7833,72.9667,81.97,69,50,6.46,scattered clouds
430,Caconda,AO,-13.7333,15.0667,61.3,92,99,0.45,light rain
431,Hamilton,US,39.1834,-84.5333,36.99,53,0,12.66,clear sky
432,Lerwick,GB,60.1545,-1.1494,46.4,86,5,17.18,clear sky
433,Yangshan,CN,28.7615,115.0287,51.58,79,62,2.95,broken clouds
434,Lithgow,AU,-33.4833,150.15,63.48,74,98,2.21,overcast clouds
435,Portland,US,45.5234,-122.6762,70.05,58,100,0.0,overcast clouds
436,Ambilobe,MG,-13.2,49.05,73.36,96,57,2.84,broken clouds
437,Matara,LK,5.9485,80.5353,76.24,91,18,5.35,few clouds
438,Tecpan,GT,14.7623,-90.9947,59.88,76,100,4.09,overcast clouds
439,Nizhniy Tsasuchey,RU,50.5167,115.1333,27.14,81,98,12.8,light snow
440,Sarhari,PK,26.0977,68.4786,69.8,56,0,4.61,haze
441,Kouango,CF,4.9934,19.9619,75.7,24,85,1.7,overcast clouds
442,Makakilo City,US,21.3469,-158.0858,77.68,60,100,11.5,overcast clouds
443,Olga,RU,43.7444,135.2892,39.18,55,2,15.7,clear sky
444,Saint-Joseph,RE,-21.3667,55.6167,76.21,86,86,7.07,overcast clouds
445,Palmer,US,42.1584,-72.3287,36.01,55,98,3.0,overcast clouds
446,Svetlogorsk,BY,52.6333,29.7333,29.1,50,97,7.29,overcast clouds
447,Avera,US,33.194,-82.5271,62.11,40,9,9.89,clear sky
448,Wawa,NG,9.9022,4.4192,84.22,19,13,4.72,few clouds
449,Hay River,CA,60.8156,-115.7999,14.2,90,100,5.39,overcast clouds
450,Shakawe,BW,-18.3667,21.85,68.14,69,31,4.88,scattered clouds
451,Charters Towers,AU,-20.1,146.2667,81.21,58,4,2.1,clear sky
452,Saint-Francois,FR,46.4154,3.9054,41.68,87,0,0.0,clear sky
453,Agirish,RU,61.9247,63.0231,23.31,93,100,13.76,overcast clouds
454,Katete,UG,-0.7818,29.7544,62.35,80,97,3.0,overcast clouds
455,Inuvik,CA,68.3499,-133.7218,2.41,87,50,5.57,scattered clouds
456,Pacifica,US,37.6138,-122.4869,66.85,64,75,14.97,broken clouds
457,San Policarpo,PH,12.1791,125.5072,81.01,83,99,11.92,overcast clouds
458,Houma,US,29.5958,-90.7195,73.0,75,0,9.22,clear sky
459,Boa Vista,BR,2.8197,-60.6733,79.21,72,98,4.41,overcast clouds
460,Bessonovka,RU,53.3097,45.0407,23.32,87,100,13.91,overcast clouds
461,Cavalcante,BR,-13.7975,-47.4583,72.55,64,29,2.1,scattered clouds
462,Poya,NC,-21.35,165.15,82.72,64,60,4.81,broken clouds
463,Aksu,CN,41.1231,80.2644,47.59,44,79,4.45,broken clouds
464,Jalingo,NG,8.8833,11.3667,79.32,13,22,6.51,few clouds
465,Bend,US,44.0582,-121.3153,64.15,37,0,4.61,clear sky
466,La Antigua,CO,6.7153,-76.079,60.85,97,100,2.15,overcast clouds
467,Dunda,TZ,-8.1167,34.25,64.29,98,71,3.24,broken clouds
468,Nacala,MZ,-14.5428,40.6728,73.38,94,48,5.88,scattered clouds
469,Jinchang,CN,38.4953,102.1739,46.53,19,68,3.13,broken clouds
470,San Quintin,MX,30.4833,-115.95,62.62,68,59,6.4,broken clouds
471,Logstor,DK,56.9624,9.2583,42.98,90,100,16.96,overcast clouds
472,Moron,AR,-34.6534,-58.6198,73.98,73,0,2.24,clear sky
473,Zharkent,KZ,44.1628,80.0,40.35,82,100,4.21,overcast clouds
474,Camacha,PT,33.0833,-16.3333,56.62,82,20,6.91,few clouds
475,Zahirabad,IN,17.6833,77.6167,81.1,32,26,0.72,scattered clouds
476,Verkhnyaya Inta,RU,65.9811,60.3094,23.0,78,100,12.08,overcast clouds
477,Kautokeino,NO,69.0125,23.0412,14.41,94,100,12.41,light snow
478,Homer,US,59.6425,-151.5483,33.8,89,100,14.97,light snow
479,Dingle,PH,10.9995,122.6711,81.84,74,67,10.2,broken clouds
480,Kalyazin,RU,57.2403,37.8433,18.01,67,84,12.15,broken clouds
481,Yalvac,TR,38.2956,31.1778,36.41,67,1,2.17,clear sky
482,Saint-Pierre,RE,-21.3393,55.4781,77.29,78,100,5.75,overcast clouds
483,Leua,SK,48.2156,18.6071,45.21,53,3,2.75,clear sky
484,Dmytrivka,UA,45.9717,28.9864,39.02,42,16,5.08,few clouds
485,Vale,GE,41.6156,42.8722,21.83,95,68,5.01,snow
486,Tsuruoka,JP,38.7217,139.8217,45.46,50,83,21.83,broken clouds
487,Meulaboh,ID,4.1363,96.1285,76.5,86,92,3.51,overcast clouds
488,Dauphin,CA,51.1494,-100.0502,17.6,78,67,6.98,broken clouds
489,Oranjemund,NA,-28.55,16.4333,62.8,67,0,1.95,clear sky
490,Sorland,NO,67.667,12.6934,34.43,93,100,17.92,light snow
491,Maniitsoq,GL,65.4167,-52.9,24.58,72,90,7.18,overcast clouds
492,Mhango,TZ,-3.2833,32.85,63.95,92,40,1.05,light rain
493,Jardim,BR,-21.4803,-56.1381,74.86,74,13,3.24,few clouds
494,Kant,IN,27.8,79.8,69.8,14,4,3.36,clear sky
495,Sangar,RU,63.9242,127.4739,16.09,88,100,11.68,overcast clouds
496,Sobolevo,RU,54.4299,31.8996,22.66,75,99,6.76,overcast clouds
497,Kaniv,UA,49.7518,31.46,29.23,53,76,7.9,broken clouds
498,Ewa Beach,US,21.3156,-158.0072,79.09,60,100,11.5,overcast clouds
499,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.65,98,93,1.39,overcast clouds
500,Iesolo,IT,45.5331,12.6448,50.23,66,0,3.33,clear sky
501,Fort Nelson,CA,58.8053,-122.7002,30.97,89,100,0.87,overcast clouds
502,Rach Gia,VN,10.0167,105.0833,81.59,78,100,5.39,overcast clouds
503,Guangshui,CN,31.6199,113.9978,54.1,72,6,2.62,clear sky
504,Tchollire,CM,8.4022,14.1698,73.53,15,20,2.3,few clouds
505,Oistins,BB,13.0667,-59.5333,77.18,73,94,16.84,overcast clouds
506,Kahului,US,20.8947,-156.47,84.22,53,40,18.41,scattered clouds
507,Novyy Urgal,RU,51.0736,132.5642,19.92,84,79,1.61,broken clouds
508,Kodinsk,RU,58.6881,99.1844,-0.53,99,50,3.74,scattered clouds
509,Vila Velha,BR,-20.3297,-40.2925,78.94,89,2,7.0,clear sky
510,Naze,JP,28.3667,129.4833,63.16,60,96,15.39,overcast clouds
511,Taua,BR,-5.9667,-40.3,77.36,71,100,6.55,overcast clouds
512,Ganzhou,CN,28.8184,115.4327,55.06,82,59,2.68,broken clouds
513,Pervomayskoye,RU,43.919,46.7102,39.06,71,89,15.88,overcast clouds
514,Chitral,PK,35.8462,71.7858,50.85,77,75,4.25,broken clouds
515,Barra Do Garcas,BR,-15.89,-52.2567,72.72,93,79,2.17,broken clouds
516,Flagstaff,US,35.1981,-111.6513,67.66,13,0,13.8,clear sky
517,Kochi,IN,9.9399,76.2602,78.78,88,26,2.55,scattered clouds
518,Gopalpur,IN,19.2667,84.9167,77.92,92,10,11.23,clear sky
519,Tarakan,ID,3.3,117.6333,78.3,83,20,3.44,few clouds
520,Santarem,BR,-2.4431,-54.7083,77.13,100,20,3.44,few clouds
521,Dilla,ET,6.41,38.31,62.58,68,53,4.76,broken clouds
522,Ust-Tsilma,RU,65.441,52.1498,9.64,95,100,8.12,overcast clouds
523,El Tocuyo,VE,9.7873,-69.7937,77.32,58,69,5.32,broken clouds
524,Leh,IN,34.1667,77.5833,18.27,71,6,3.02,clear sky
525,Manavadar,IN,21.5,70.1333,78.28,41,3,4.03,clear sky
526,Faya,SA,18.3851,42.4509,55.92,36,0,2.59,clear sky
527,Pundaguitan,PH,6.3711,126.1689,80.67,76,83,7.54,broken clouds
528,Evensk,RU,61.95,159.2333,14.22,77,96,25.21,overcast clouds
529,Taoudenni,ML,22.6783,-3.9836,86.76,28,20,7.63,few clouds
530,Kidal,ML,18.4411,1.4078,80.82,8,18,9.95,few clouds
531,Jodar,ES,37.8406,-3.3526,54.72,77,82,7.38,broken clouds
532,Khorramabad,IR,33.4878,48.3558,39.88,57,0,1.28,clear sky
533,Vardo,NO,70.3705,31.1107,26.38,54,100,9.04,light snow
534,Newport,GB,51.5877,-2.9984,48.52,88,12,6.82,few clouds
535,Mehamn,NO,71.0357,27.8492,20.88,83,98,4.59,light snow
536,Vrangel,RU,42.7297,133.0839,37.83,63,0,13.27,clear sky
537,Langsa,ID,4.4683,97.9683,74.73,93,41,1.68,scattered clouds
538,Methoni,GR,36.8197,21.7049,57.22,65,100,4.74,overcast clouds
539,Kawalu,ID,-7.3817,108.2082,73.13,95,100,3.42,overcast clouds
540,Kalabo,ZM,-14.97,22.6814,67.84,83,99,1.86,overcast clouds
541,Tianpeng,CN,30.9866,103.9393,53.47,77,49,1.32,scattered clouds
542,Mutoko,ZW,-17.397,32.2268,62.47,97,95,2.55,overcast clouds
543,Eunice,US,30.4944,-92.4176,75.4,69,11,11.05,few clouds
544,Qasigiannguit,GL,68.8193,-51.1922,21.76,65,55,9.69,broken clouds
545,Salinopolis,BR,-0.6136,-47.3561,78.24,87,99,8.9,moderate rain
546,Toktogul,KG,41.8708,72.9402,37.06,87,95,2.64,overcast clouds
547,Pitsunda,GE,43.1592,40.3378,41.18,80,98,13.53,overcast clouds
548,Cap-Aux-Meules,CA,47.3821,-61.8597,32.23,92,60,8.93,broken clouds
549,Kedrovyy,RU,56.1667,91.8167,0.01,98,44,2.55,scattered clouds
550,Lasa,IT,46.6166,10.7002,42.03,71,5,0.72,clear sky
551,Nemuro,JP,43.3236,145.575,36.45,73,83,16.35,broken clouds
552,Srandakan,ID,-7.9386,110.2506,78.04,85,79,4.85,broken clouds
553,Point Pedro,LK,9.8167,80.2333,79.57,85,6,8.3,clear sky
554,Iralaya,HN,15.0,-83.2333,78.51,72,26,10.45,scattered clouds
555,Beverwijk,NL,52.4827,4.6547,45.99,74,0,5.99,clear sky
556,Sakakah,SA,29.9697,40.2064,53.17,25,0,6.87,clear sky
557,Noumea,NC,-22.2763,166.4572,84.18,99,26,12.97,scattered clouds
558,Esmeraldas,BR,-19.7625,-44.3139,70.12,83,20,2.82,light rain
559,Bagotville,AU,-28.9833,153.4167,71.62,99,100,5.5,light rain
560,Kjollefjord,NO,70.9457,27.3465,17.65,79,90,3.36,light snow
561,Ardakan,IR,32.31,54.0175,52.21,21,0,8.63,clear sky
562,Esso,RU,55.9333,158.7,25.45,93,99,8.1,snow
563,Otradnoye,RU,59.7775,30.8181,24.57,93,100,10.27,light snow
564,Kyrylivka,UA,46.3759,35.3675,35.33,53,15,13.51,few clouds
565,Orlik,RU,52.5178,99.825,-1.16,98,97,1.43,overcast clouds
566,Salinas,US,36.6777,-121.6555,68.61,43,0,24.16,clear sky
567,Mirabad,AF,30.4362,61.8383,64.74,17,0,7.9,clear sky
568,Atar,MR,20.5169,-13.0499,73.65,18,100,3.53,overcast clouds
569,Ngama,TD,11.7833,17.1667,76.89,9,48,14.92,scattered clouds
570,Somerset,US,40.5668,-74.5496,37.22,52,100,17.27,overcast clouds
571,Anadyr,RU,64.75,177.4833,1.9,84,75,8.95,light snow
572,Coquimbo,CL,-29.9533,-71.3436,63.3,81,25,3.53,scattered clouds
573,Kuryk,KZ,43.2,51.65,42.87,90,35,10.07,scattered clouds
574,Drochia,MD,48.035,27.8161,34.9,48,57,3.89,broken clouds
575,Tazmalt,DZ,36.3868,4.3989,51.62,88,7,2.84,clear sky
576,Vanimo,PG,-2.6741,141.3028,83.95,69,99,4.27,overcast clouds
577,Abu Dhabi,AE,24.4667,54.3667,69.96,74,0,11.5,clear sky
578,Eyl,SO,7.9803,49.8164,74.82,75,65,10.18,broken clouds
579,Mashhad,IR,36.297,59.6062,41.14,81,0,4.61,clear sky
580,Ankang,CN,32.68,109.0172,53.47,61,0,3.56,clear sky
581,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.69,84,55,2.33,broken clouds
582,Sinnamary,GF,5.3833,-52.95,77.47,87,96,13.38,overcast clouds
583,Ekibastuz,KZ,51.6667,75.3667,22.89,96,99,4.25,overcast clouds
584,Lesogorskiy,RU,61.0455,28.9294,24.58,84,100,12.21,light snow
585,Ayan,RU,56.45,138.1667,16.84,77,21,3.31,few clouds
586,Berezanka,UA,46.8526,31.388,35.11,44,81,7.45,broken clouds
587,Yuli,NG,9.6989,10.2744,77.85,14,13,10.11,few clouds
588,Stornoway,GB,58.2093,-6.3865,44.92,87,46,0.0,haze
589,Alta Floresta,BR,-9.8756,-56.0861,74.07,93,92,1.86,moderate rain
590,Skelleftea,SE,64.7507,20.9528,28.99,69,100,6.91,overcast clouds
591,Ancud,CL,-41.8697,-73.8203,54.23,81,53,15.3,broken clouds
592,Marquette,US,46.5333,-87.6335,15.67,53,100,10.11,overcast clouds
593,Westerland,DE,54.9079,8.3033,42.03,93,100,13.8,overcast clouds
594,Winnemucca,US,40.973,-117.7357,71.65,18,0,0.0,clear sky
595,Bud,US,39.447,-86.1758,36.9,57,13,8.23,few clouds
596,Half Moon Bay,US,37.4636,-122.4286,66.58,61,75,14.97,broken clouds
597,Altus,US,34.6381,-99.334,83.71,28,0,18.41,clear sky
598,Kabompo,ZM,-13.5927,24.2008,64.94,96,100,4.61,overcast clouds
599,Jaunpur,IN,25.7333,82.6833,71.62,12,0,4.56,clear sky
600,Kulhudhuffushi,MV,6.6221,73.07,82.31,67,4,4.65,clear sky
601,Makow Mazowiecki,PL,52.8649,21.1005,43.59,56,63,13.98,broken clouds
602,Ayer Molek,MY,2.2033,102.3171,77.04,94,20,2.3,few clouds
603,Treinta Y Tres,UY,-33.2333,-54.3833,63.25,66,0,7.31,clear sky
604,Prachuap Khiri Khan,TH,12.2167,99.75,77.68,86,18,2.86,few clouds
605,Sitka,US,57.0531,-135.33,44.49,70,20,9.22,few clouds
606,Saint Anthony,US,45.0205,-93.218,29.93,32,0,10.36,clear sky
607,Usinsk,RU,65.9939,57.5281,21.51,96,100,7.23,light snow
608,Ebebiyin,GQ,2.1511,11.3353,70.59,99,53,3.94,broken clouds
609,Male,MV,4.1748,73.5089,81.9,71,80,5.93,broken clouds
610,Jiayuguan,CN,39.8167,98.3,42.64,22,99,11.59,overcast clouds
611,Zhigansk,RU,66.7697,123.3711,7.93,96,98,3.33,overcast clouds
612,Mirnyy,RU,62.5353,113.9611,14.23,85,100,4.0,overcast clouds
613,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,93,100,8.95,light shower snow
614,Huntingdon,GB,52.3305,-0.1865,43.23,83,72,4.14,broken clouds
615,Diffa,NE,13.3154,12.6113,72.91,19,32,12.93,scattered clouds
616,Nakatsugawa,JP,35.4833,137.5,56.1,50,72,4.23,broken clouds
617,Adrar,MR,20.5022,-10.0711,76.93,13,6,1.3,clear sky
618,Miri,MY,4.4148,114.0089,75.34,88,20,0.0,few clouds
619,Ojinaga,MX,29.5667,-104.4167,94.15,10,0,8.05,clear sky
620,Sinazongwe,ZM,-17.2614,27.4618,74.41,83,39,1.97,light rain
621,Angoche,MZ,-16.2325,39.9086,77.34,84,99,5.88,overcast clouds
622,Kurilsk,RU,45.2333,147.8833,32.86,84,51,18.19,broken clouds
623,Asyut,EG,27.181,31.1837,57.29,31,0,8.46,clear sky
624,San Vicente,AR,-26.6167,-54.1333,61.29,86,0,3.02,clear sky
625,Dicabisagan,PH,17.0818,122.4157,83.43,68,63,3.06,broken clouds
626,Zaqatala,AZ,41.6336,46.6433,36.07,65,40,2.3,scattered clouds
627,Colorado Springs,US,38.8339,-104.8214,67.03,33,75,11.5,broken clouds
628,Dunmore East,IE,52.1514,-6.9861,47.68,86,0,7.27,clear sky
629,Forio,IT,40.7342,13.8646,56.43,78,100,8.01,overcast clouds
630,Helena,US,46.5927,-112.0361,68.99,26,0,10.36,clear sky
631,Dabakala,CI,8.3667,-4.4333,83.84,48,79,4.61,broken clouds
632,Viedma,AR,-40.8135,-62.9967,61.25,50,0,16.53,clear sky
633,Lambarene,GA,-0.7001,10.2406,77.13,94,57,2.89,light rain
634,Sept-Iles,CA,50.2001,-66.3821,32.43,96,100,10.36,overcast clouds
635,Luanda,AO,-8.8368,13.2343,77.61,83,96,7.52,overcast clouds
636,Mlonggo,ID,-6.5333,110.7,80.82,83,80,7.27,broken clouds
637,Axim,GH,4.8699,-2.2405,80.37,87,83,7.38,broken clouds
638,Korhogo,CI,9.45,-5.6333,84.83,42,20,3.0,few clouds
639,Ruidoso,US,33.3317,-105.673,72.14,9,0,10.36,clear sky
640,Aracruz,BR,-19.8203,-40.2733,78.01,91,1,2.33,clear sky
641,Nata,PA,8.3333,-80.5167,79.88,67,77,14.29,broken clouds
642,Kamina,CD,-8.7386,24.9906,65.79,95,99,1.68,overcast clouds
643,Hami,CN,42.8,93.45,47.53,39,100,12.01,overcast clouds
644,Andes,CO,5.6561,-75.8788,65.91,98,97,2.3,overcast clouds
645,Hervey Bay,AU,-25.2986,152.8535,80.02,81,49,5.99,scattered clouds
646,Kapuskasing,CA,49.4169,-82.4331,6.89,61,75,12.66,broken clouds
647,Rosetown,CA,51.5501,-108.0014,46.38,39,55,16.11,broken clouds
648,Rio Grande,BR,-32.035,-52.0986,69.49,71,1,2.51,light rain
649,Henties Bay,NA,-22.116,14.2845,64.62,90,6,7.11,clear sky
650,Nouadhibou,MR,20.931,-17.0347,64.38,94,100,3.44,overcast clouds
651,Santa Rosa,PH,14.3122,121.1114,87.1,67,98,8.9,overcast clouds
652,Biskamzha,RU,53.4497,89.5272,11.32,88,100,3.78,overcast clouds
653,Finschhafen,PG,-6.6024,147.8681,83.41,77,100,8.48,overcast clouds
654,Marzuq,YE,14.4,46.4667,64.6,26,8,4.09,clear sky
655,Puerto Escondido,MX,15.85,-97.0667,83.23,74,75,0.0,broken clouds
656,Port Hardy,CA,50.6996,-127.4199,48.38,93,100,8.05,light rain
657,Batouri,CM,4.4333,14.3667,71.87,34,54,2.39,broken clouds
658,Plettenberg Bay,ZA,-34.0527,23.3716,67.77,57,58,5.41,broken clouds
659,Paragominas,BR,-2.9667,-47.4833,73.8,98,97,4.88,overcast clouds
660,Birin,NP,26.8865,88.0718,56.23,31,1,5.75,clear sky
661,Tahara,JP,34.6667,137.2667,54.03,58,80,22.26,broken clouds
662,Inongo,CD,-1.95,18.2667,73.33,89,98,4.43,overcast clouds
663,Kedgwick,CA,47.6446,-67.3434,26.65,98,98,4.21,overcast clouds
664,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.19,99,96,2.8,overcast clouds
665,Oktyabrskoye,RU,43.0645,44.7417,32.14,86,100,4.47,light intensity drizzle
666,Ust-Tarka,RU,55.5672,75.705,-1.3,100,85,3.27,overcast clouds
667,Erdenet,MN,49.0333,104.0833,23.41,75,100,5.44,overcast clouds
668,Wexford,IE,52.3342,-6.4575,44.22,88,0,6.24,clear sky
669,Marawi,PH,7.9986,124.2928,73.27,82,47,1.07,scattered clouds
670,Prata,BR,-19.3072,-48.9242,73.4,76,90,5.06,overcast clouds
671,Itaberaba,BR,-12.5275,-40.3069,76.93,73,88,7.65,overcast clouds
672,Mana,GF,5.6592,-53.7767,77.36,86,95,11.21,overcast clouds
673,San Patricio,US,28.017,-97.5169,77.54,54,83,15.99,broken clouds
674,Irtyshskiy,RU,58.3333,68.1333,13.77,94,100,12.21,overcast clouds
675,Atambua,ID,-9.1061,124.8925,76.39,82,100,1.54,overcast clouds
676,Muroto,JP,33.2833,134.15,56.79,66,99,15.86,overcast clouds
677,Casper,US,42.8666,-106.3131,68.59,26,0,14.97,clear sky
678,Ketchikan,US,55.3422,-131.6461,52.27,43,0,11.5,clear sky
679,Astoria,US,46.1879,-123.8313,59.47,67,0,9.22,clear sky
680,Namikupa,TZ,-10.8333,39.6,70.2,98,63,1.99,broken clouds
681,Sambava,MG,-14.2667,50.1667,75.4,91,45,5.35,scattered clouds
682,Kentau,KZ,43.5206,68.5094,37.96,56,2,3.62,clear sky
683,Manggar,ID,-2.8833,108.2667,81.03,77,74,4.32,broken clouds
684,Launceston,AU,-41.45,147.1667,66.15,85,100,8.05,overcast clouds
685,Eruwa,NG,7.5333,3.4167,80.98,75,33,5.46,scattered clouds
686,Huarmey,PE,-10.0681,-78.1522,72.36,78,96,9.66,overcast clouds
687,Mpika,ZM,-11.8343,31.4529,62.69,99,97,4.54,light rain
688,Caravelas,BR,-17.7125,-39.2481,76.08,83,4,4.85,clear sky
689,Bathsheba,BB,13.2167,-59.5167,77.11,76,98,15.43,overcast clouds
690,Wau,SS,7.7029,27.9953,83.23,13,99,4.59,overcast clouds
691,Araouane,ML,18.9048,-3.5265,83.71,16,58,10.04,broken clouds
692,Bonito,BR,-21.1211,-56.4819,71.94,74,10,2.55,clear sky
693,Planeta Rica,CO,8.4147,-75.5883,80.49,77,89,12.5,overcast clouds
694,Wainwright,CA,52.839,-110.8572,30.81,85,91,9.33,overcast clouds
695,Clearwater,US,27.9659,-82.8001,70.03,63,0,7.0,clear sky
696,Baijiantan,CN,45.6333,85.1833,44.08,67,96,12.1,overcast clouds
697,Bansi,IN,27.1833,82.9333,68.49,20,0,4.59,clear sky
698,Eureka,US,40.8021,-124.1637,69.75,72,99,5.99,overcast clouds
699,Siilinjarvi,FI,63.0833,27.6667,21.22,93,100,14.97,light snow
