City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
281,Takaka,NZ,67.51,clear sky,-40.85,172.8,Golden Bay Motels
282,Petit Goave,HT,78.03,broken clouds,18.4314,-72.8669,Imperial Suite International
283,Pattani,TH,74.91,clear sky,6.75,100.4167,Tobias Kleeberg
284,Pisco,PE,68.02,scattered clouds,-13.7,-76.2167,Hotel San Isidro Oficial
285,Cabedelo,BR,79.47,overcast clouds,-6.9811,-34.8339,Hotel Pigalle
286,Teacapan,MX,75.81,clear sky,22.55,-105.75,Hotel los Mangos
287,Crotone,IT,54.19,light rain,39.0851,17.1178,Helios Hotel
288,Alto Araguaia,BR,71.13,overcast clouds,-17.3147,-53.2153,Araguaia Palace Hotel
290,Ixtapa,MX,74.43,clear sky,20.7,-105.2,hotel la terminal
291,Christchurch,NZ,65.95,overcast clouds,-43.5333,172.6333,The George
292,Katsuura,JP,55.6,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
293,Tucuman,AR,68.0,clear sky,-26.8241,-65.2226,Dallas Hotel Tucuman
294,Gat,IL,51.82,clear sky,31.61,34.7642,OlusHome
295,Burns Lake,CA,38.86,overcast clouds,54.2331,-125.7533,Burns Lake Bed and Breakfast
296,Camalu,MX,63.14,overcast clouds,30.85,-116.0667,La Cueva del Pirata
297,San Andres,CO,80.28,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
298,Nushki,PK,67.89,clear sky,29.5542,66.0215,Shams hotel
299,Palu,ID,80.55,light rain,-0.8917,119.8707,Hotel Santika Palu
301,Nabisar,PK,75.81,clear sky,25.0685,69.6419,Dhani Parto Dars
302,Akureyri,IS,20.82,overcast clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
303,Marystown,CA,38.86,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
304,Coihaique,CL,48.15,light rain,-45.5752,-72.0662,Diego De Almagro Coyhaique
305,Banda Aceh,ID,79.7,few clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
307,Menongue,AO,64.76,overcast clouds,-14.6585,17.691,Ritz Lauca
308,Grindavik,IS,41.47,overcast clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
309,Chicama,PE,66.74,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
310,Mapiri,BO,69.17,overcast clouds,-15.25,-68.1667,
311,Kavieng,PG,84.11,broken clouds,-2.5744,150.7967,Nusa Island Retreat
312,Kirgiz-Miyaki,RU,30.83,light snow,53.6324,54.7979,Миякинский Дворик
313,Denpasar,ID,78.46,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
314,Sulangan,PH,80.8,scattered clouds,11.1373,123.7228,Maia's Beach Resort
315,Dole,FR,53.11,clear sky,47.0833,5.5,Hôtel Restaurant Campanile Dole
316,Meiganga,CM,69.94,clear sky,6.5167,14.3,DFR HOUSE
317,General Roca,AR,70.54,clear sky,-39.0333,-67.5833,Hotel El Recreo
319,Poso,ID,82.96,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
320,Yining,CN,54.84,scattered clouds,29.0361,114.5636,Xiushui Hotel
321,Broken Hill,AU,75.13,broken clouds,-31.95,141.4333,Royal Exchange Hotel
322,Margate,GB,46.31,clear sky,51.3813,1.3862,Premier Inn Margate hotel
323,Alice Springs,AU,78.35,clear sky,-23.7,133.8833,Desert Palms Alice Springs
324,Cibitoke,BI,60.4,light rain,-2.8833,29.25,
325,Guiratinga,BR,73.49,broken clouds,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
326,East Cleveland,US,27.9,overcast clouds,41.5331,-81.579,Glidden House
327,Vestmannaeyjar,IS,41.99,overcast clouds,63.4427,-20.2734,Glamping & Camping
328,Qingdao,CN,45.43,scattered clouds,36.0986,120.3719,Le Meridien Qingdao
329,Mecca,SA,71.53,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
331,Namibe,AO,71.98,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
332,Urucui,BR,75.79,overcast clouds,-7.2294,-44.5561,Hotel Premium Piauí
333,Kendari,ID,80.04,moderate rain,-3.945,122.4989,Hotel Wixel
334,Constitucion,CL,56.03,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
335,Tonekabon,IR,52.66,few clouds,36.8163,50.8738,Hotel Sadra
336,Santa Ana,US,74.57,few clouds,33.7456,-117.8678,"Motel 6 Santa Ana, CA"
337,Bandarbeyla,SO,77.31,clear sky,9.4942,50.8122,JABIR HOTEL
338,Svetlyy,RU,42.85,scattered clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
339,Williston,US,47.8,broken clouds,48.147,-103.618,Hampton Inn & Suites Williston
340,Pecos,US,93.29,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos
342,Qui Nhon,VN,77.88,overcast clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
343,Najran,SA,58.71,clear sky,17.4924,44.1277,محمد هادي ال فطيح
344,Awjilah,LY,60.28,clear sky,29.1081,21.2869,المنزل
345,Medea,DZ,45.05,clear sky,36.2642,2.7539,Hôtel M'Sallah
346,Shimoda,JP,58.1,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
347,Kodiak,US,33.31,heavy snow,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
348,Oktyabrskiy,RU,27.41,overcast clouds,54.4815,53.471,Гостиница Октябрьская
349,Masty,BY,36.37,overcast clouds,53.4122,24.5387,Gostinitsa Masty
350,Karatau,KZ,36.3,clear sky,43.1667,70.4667,Baza Zika
351,Riachao,BR,74.07,overcast clouds,-7.3619,-46.6172,Pousada Nordestina
352,Verkhnedneprovskiy,RU,21.06,overcast clouds,54.9813,33.3457,Friendship Hotel
353,Sal Rei,CV,69.53,overcast clouds,16.1833,-22.9167,Marine Club Beach Resort
354,Yerofey Pavlovich,RU,21.04,overcast clouds,53.9667,121.9667,lounges and warm parking
355,Althofen,AT,47.41,clear sky,46.8818,14.4676,Hotel-Restaurant Prechtlhof
356,Chuguyevka,RU,34.36,broken clouds,44.1653,133.8633,Svet V Okne
357,Lata,PT,56.07,overcast clouds,40.1629,-8.3327,Casa Maquia
358,Paita,PE,73.26,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
359,Adigeni,GE,22.62,light snow,41.6819,42.6987,Hotel
361,Buenos Aires,AR,73.96,clear sky,-34.6132,-58.3772,Hotel NH Buenos Aires City
362,Rosario,AR,68.11,clear sky,-32.9468,-60.6393,"Holiday Inn Rosario, an IHG Hotel"
363,Port Macquarie,AU,69.69,light rain,-31.4333,152.9167,Rydges Port Macquarie
364,Shingu,JP,55.51,overcast clouds,33.7333,135.9833,Shingu UI Hotel
365,Tarpon Springs,US,71.06,clear sky,28.1461,-82.7568,"Innisbrook, A Salamander Golf and Spa Resort"
367,Pandan,PH,80.01,overcast clouds,14.0453,124.1694,Bonifacio Lodge
368,Abha,SA,55.65,clear sky,18.2164,42.5053,Abha Hotel
369,Padang,ID,66.25,broken clouds,-0.9492,100.3543,Mercure Padang
370,Hilpoltstein,DE,44.22,clear sky,49.19,11.1886,Ferienwohnungen Lichtblick und Sonneck
371,Tabas,IR,58.05,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
